aro_id	name	definition	definition_refs	parent_ids	drug_class_id	drug_class_label	synonyms	xrefs	classification
ARO:0000051	tetracycline	Tetracycline is a broad-spectrum polyketide antibiotic produced by many Streptomyces. It works by inhibiting action of the prokaryotic 30S ribosome.	PMID:19862477|PMID:11381101	ARO:3000050	ARO:3000050	tetracycline antibiotic	Abricycline|Achromycin|Agromicina|Ambramicina|Ambramycin|Biocycline|Criseociclina|Enterocycline|Sumycin|Tsiklomistsin	CAS:60-54-8|CHEBI:27902|ChEMBL:CHEMBL1440|PubChem:54675776	classified_as_antibiotic
ARO:0000052	tobramycin	Tobramycin is an aminoglycoside antibiotic used to treat different types of bacterial infections. Tobramycin works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.	PMID:10103173|PMID:8385262|PMID:11083623	ARO:0000016	ARO:0000016	aminoglycoside antibiotic	Gotabiotic|Nebcin|Tenebrimycin|Tobracin|Tobradistin|Tobramaxin|Tobramicin|Tobramitsetin|Tobramycetin|Tobrex	CAS:32986-56-4|CHEBI:28864|ChEMBL:CHEMBL1747|PubChem:36294	classified_as_antibiotic
ARO:0000053	bleomycin	Bleomycin is a family of glycopeptide antibiotics produced by the bacterium Streptomyces verticillus. Bleomycins, taken as a mixture, act by the induction of DNA and RNA strand breaks. In addition to its antibacterial activity, bleomycin is also used as an anticancer agent.	PMID:15700963	ARO:3000081|ARO:3000707	ARO:3000081	glycopeptide antibiotic	Blenoxane|Bleocin|Bleomicin|Bleomycin sulfate|Isobleomycin A2|cu-blenoxane	CHEBI:22907|ChEMBL:CHEMBL403664|PubChem:5360373	classified_as_antibiotic
ARO:0000055	bicyclomycin	Bicyclomycin represents a unique class of antibiotics, discovered in 1972. It is obtained by the fermentation of Streptomyces sapporonensis. In the crystalline form bicyclomycin is observed to be rhombic or monoclinic, depending on the solvent used. This antibiotic kills bacteria by inhibiting the Rho transcription terminator factor, halting ribonucleic acid (RNA) synthesis.	PMID:16181146|PMID:7487110	ARO:3007150	ARO:3007150	bicyclomycin-like antibiotic	Aizumycin|Bacfeed|Bacteron|Bicozamicina|Bicozamycin|Bicozamycine|Bicozamycinum	CAS:38129-37-2|CHEBI:60584|ChEMBL:CHEMBL1231250|PubChem:65807	classified_as_antibiotic
ARO:0000056	oxacillin	Oxacillin is a penicillinase-resistant beta-lactam. It is similar to methicillin, and has replaced methicillin in clinical use. Oxacillin, especially in combination with other antibiotics, is effective against many penicillinase-producing strains of Staphylococcus aureus and Staphylococcus epidermidis.	PMID:7928809	ARO:3009125	ARO:3000008	penicillin beta-lactam	MPI-penicillin|Ossacillina|Oxacilina|Oxacilline|Oxacillinum|Oxazocillin|Oxazocilline|Prostaphlin|Prostaphlyn	CAS:66-79-5|CHEBI:7809|ChEMBL:CHEMBL819|PubChem:6196	classified_as_antibiotic
ARO:0000057	telithromycin	Telithromycin is a semi-synthetic derivative of erythromycin. It is a 14-membered macrolide and is the first ketolide antibiotic to be used in clinics. Telithromycin binds the 50S subunit of the bacterial ribosome to inhibit protein synthesis.	PMID:15700954	ARO:0000000	ARO:0000000	macrolide antibiotic	HMR-3647|HMR3647|Ketek|Levviax	CAS:191114-48-4|CHEBI:29688|ChEMBL:CHEMBL1136|PubChem:3002190	classified_as_antibiotic
ARO:0000058	cefazolin	Cefazolin, also known as cefazoline or cephazolin, is a first generation cephalosporin antibiotic. It is administered parenterally, and is active against a broad spectrum of bacteria.	PMID:27572414|PMID:4790605	ARO:3009105	ARO:0000032	cephalosporin	CFZ|Cefamezin|Cefazolina|Cefazoline|Cefazolinum|Cephamezine|Cephazolidin|Cephazolin|Cephazoline|Elzogram	CAS:25953-19-9|CHEBI:474053|ChEMBL:CHEMBL1435|PubChem:33255	classified_as_antibiotic
ARO:0000059	cefepime	Cefepime (INN) is a fourth-generation cephalosporin antibiotic developed in 1994. It contains an aminothiazolyl group that decreases its affinity with beta-lactamases. Cefepime shows high binding affinity with penicillin-binding proteins and has an extended spectrum of activity against Gram-positive and Gram-negative bacteria, with greater activity against both Gram-negative and Gram-positive organisms than third-generation agents.	PMID:8150771	ARO:3009108	ARO:0000032	cephalosporin	Axepim|Cefepima|Cefepimum|FEP|Maxipime	CAS:88040-23-7|CHEBI:478164|ChEMBL:CHEMBL186|PubChem:5479537	classified_as_antibiotic
ARO:0000060	ceftazidime	Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.	PMID:6805421	ARO:3009107	ARO:0000032	cephalosporin	CAZ|Ceftazidim|Ceptaz|Fortaz|Pentacef|Tazicef|Tazidime|caftazidime|ceftazidima|ceftazidimum	CAS:72558-82-8|CHEBI:3508|ChEMBL:CHEMBL44354|PubChem:5481173	classified_as_antibiotic
ARO:0000061	ceftobiprole	Ceftobiprole (Zeftera/Zevtera) is a next generation (5th generation) cephalosporin antibiotic with activity against methicillin-resistant Staphylococcus aureus, penicillin-resistant Streptococcus pneumoniae, Pseudomonas aeruginosa, and Enterococci. Ceftobiprole inhibits transpeptidases essential to building cell walls, and is a poor substrate for most beta-lactamases.	PMID:22064544	ARO:3009109	ARO:0000032	cephalosporin	Ceftobiprole medocaril|Zeftera|Zevtera	CAS:209467-52-7|CHEBI:140407|ChEMBL:CHEMBL520642|PubChem:135413542	classified_as_antibiotic
ARO:0000062	ceftriaxone	Ceftriaxone is a third-generation cephalosporin antibiotic. The presence of an aminothiazolyl sidechain increases ceftriazone's resistance to beta-lactamases. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria.	PMID:6810737	ARO:3009107	ARO:0000032	cephalosporin	Biotrakson|CRO|Cefatriaxone|Ceftriaxon|Ceftriaxona|Ceftriaxonum|Ceftriazone|Longacef|Longaceph|Rocephin	CAS:73384-59-5|CHEBI:29007|ChEMBL:CHEMBL161|PubChem:5479530	classified_as_antibiotic
ARO:0000063	cefuroxime	Cefuroxime is a second-generation cephalosporin antibiotic with increased stability with beta-lactamases than first-generation cephalosporins. Cefuroxime is active against Gram-positive organisms but less active against methicillin-resistant strains.	PMID:1259408	ARO:3009106	ARO:0000032	cephalosporin	Biofuroksym|CXM|Cefuril|Cefuroxim|Cefuroximo|Cefuroximum|Cephuroxime|Sharox|Zinacef	CAS:55268-75-2|CHEBI:3515|ChEMBL:CHEMBL1436|PubChem:5479529	classified_as_antibiotic
ARO:0000064	amoxicillin	Amoxicillin is a moderate-spectrum, bacteriolytic, beta-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. A derivative of penicillin, it has a wider range of treatment but remains relatively ineffective against Gram-negative bacteria. It is commonly taken with clavulanic acid, a beta-lactamase inhibitor. Like other beta-lactams, amoxicillin interferes with the synthesis of peptidoglycan.	PMID:19236222	ARO:3009123	ARO:3000008	penicillin beta-lactam	AMX|Amolin|Amopenixin|Amoxicilina|Amoxicilline|Amoxicillinum|Amoxycillin|Clamoxyl|D-Amoxicillin|Moxal	CAS:26787-78-0|CHEBI:2676|ChEMBL:CHEMBL1082|PubChem:33613	classified_as_antibiotic
ARO:0000065	clarithromycin	Clarithromycin is a methyl derivative of erythromycin, sharing the 14-carbon macrolide ring. The antibiotic binds to the 50S subunit of the ribosome and is used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydia pneumoniae or TWAR), and skin structure infections.	PMID:7683018	ARO:0000000	ARO:0000000	macrolide antibiotic	Biaxin|CLR|Clambiotic|Clarith|Clathromycin|Klacid|Klaricid|Macladin|Naxy|Veclam	CAS:81103-11-9|CHEBI:3732|ChEMBL:CHEMBL1741|PubChem:84029	classified_as_antibiotic
ARO:0000066	clindamycin	Clindamycin is a lincosamide antibiotic that blocks A-site aminoacyl-tRNA binding. It is usually used to treat infections with anaerobic bacteria but can also be used to treat some protozoal diseases, such as malaria.	PMID:20876128	ARO:0000017	ARO:0000017	lincosamide antibiotic	CLI|Chlolincocin|Chlorlincocin|Cleocin|Clindamicina|Clindamycine|Clindamycinum|Clinimycin|Sobelin	CAS:18323-44-9|CHEBI:3745|ChEMBL:CHEMBL1753|PubChem:446598	classified_as_antibiotic
ARO:0000067	colistin	Colistins are polymyxin antibiotics produced by certain strains of Bacillus polymyxa var. colistinus. Colistin, also referred to as polymyxin E, is a mixture of cyclic polypeptides colistin A and B which disrupt the bacterial cell membrane and is effective against Gram-negative bacteria.	PMID:17958555|PMID:20818945	ARO:0000022	ARO:3009657	nonribosomal peptide antibiotics	CST|Colomycin|polymyxin E		
ARO:0000068	daptomycin	Daptomycin is a novel lipopeptide antibiotic used in the treatment of certain infections caused by Gram-positive organisms. Daptomycin interferes with the bacterial cell membrane, reducing membrane potential and inhibiting cell wall synthesis.	PMID:20522545|PMID:16311632|PMID:15870461|PMID:11353654|PMID:22083474|PMID:14985278|PMID:12615866	ARO:3000035	ARO:3009657	nonribosomal peptide antibiotics	Cidecin|Cubicin|Daptomicina|Daptomycine|Daptomycinum|Deptomycin	PubChem:16134395	classified_as_antibiotic
